obj_id  ref_name         valuet                                                        valuei       timestamp          
------  ---------------  ------------------------------------------------------------  -----------  -------------------

482     stock                                                                          0            2026-02-05 00:21:35

482     stock_available                                                                19           2026-02-05 00:11:43

482     stock_sold                                                                     2            2026-02-05 00:11:43

485     EAN              5901832980278                                                              2026-02-05 00:11:43

485     cat_id                                                                         111093       2026-02-05 00:11:43

485     item_no                                                                        288          2026-02-05 00:21:35

485     name             Kasza bulgur sypka Fresano 0,4 kg                                          2026-02-05 00:11:43

485     name             Fresano Kasza Bulgur BIO 500g                                              2026-02-05 00:21:35

485     offer_id                                                                       18094107409  2026-02-05 00:11:43

485     price                                                                          9428571      2026-02-05 00:21:35

485     stock                                                                          12           2026-02-05 00:21:35

485     stock_available                                                                19           2026-02-05 00:11:43

485     stock_sold                                                                     1            2026-02-05 00:11:43

486     EAN              5901832981138                                                              2026-02-05 00:11:43

486     cat_id                                                                         111093       2026-02-05 00:11:43

486     item_no                                                                        591          2026-02-05 00:21:35

486     name             Kasz kukurydziana polenta Fresano 0,5 kg                                   2026-02-05 00:11:43

486     name             Fresano Kasza Kukurydziana Polenta 500g BIO                                2026-02-05 00:21:35

486     offer_id                                                                       18094095765  2026-02-05 00:11:43

486     price                                                                          9323810      2026-02-05 00:21:35

486     stock                                                                          9            2026-02-05 00:21:35

486     stock_available                                                                21           2026-02-05 00:11:43

486     stock_sold                                                                     0            2026-02-05 00:11:43

487     EAN              5901832982364                                                              2026-02-05 00:11:43

487     cat_id                                                                         111093       2026-02-05 00:11:43

487     item_no                                                                        694          2026-02-05 00:21:35

487     name             Kasza orkiszowa pęczak Fresano 0,5 kg                                      2026-02-05 00:11:43

487     name             Fresano Kasza Orkiszowa Pęczak 500g BIO                                    2026-02-05 00:21:35

487     offer_id                                                                       18094092285  2026-02-05 00:11:43

487     price                                                                          10466667     2026-02-05 00:21:35

487     stock                                                                          10           2026-02-05 00:21:35

487     stock_available                                                                17           2026-02-05 00:11:43

487     stock_sold                                                                     4            2026-02-05 00:11:43

488     EAN              5901832981183                                                              2026-02-05 00:11:43

488     cat_id                                                                         261779       2026-02-05 00:11:43

488     item_no                                                                        51           2026-02-05 00:21:35

488     name             Chipsy bananowe słodzone BIO 150 g                                         2026-02-05 00:11:43

488     name             Fresano Chipsy Bananowe suszone BIO 150g                                   2026-02-05 00:21:35

488     offer_id                                                                       18094085265  2026-02-05 00:11:43

488     price                                                                          9495238      2026-02-05 00:21:35

488     stock                                                                          12           2026-02-05 00:21:35

488     stock_available                                                                21           2026-02-05 00:11:43

488     stock_sold                                                                     0            2026-02-05 00:11:43

490     EAN              5903917772211                                                              2026-02-05 00:11:43

490     cat_id                                                                         261784       2026-02-05 00:11:43

490     item_no                                                                        1080         2026-02-05 00:21:35

490     name             Kombucha Laurent Ginger 330 ml                                             2026-02-05 00:11:43

490     name             KOMBUCHA by LAURENT Imbirowa VIBRANT GINGER 330 ml                         2026-02-05 00:21:35

490     offer_id                                                                       18094079353  2026-02-05 00:11:43

490     price                                                                          10560976     2026-02-05 00:21:35

490     stock                                                                          3            2026-02-05 00:21:35

490     stock_available                                                                5            2026-02-05 00:11:43

490     stock_sold                                                                     0            2026-02-05 00:11:43

492     EAN              5905567596070                                                              2026-02-05 00:11:43

492     cat_id                                                                         261420       2026-02-05 00:11:43

492     item_no                                                                        279          2026-02-05 00:21:35

492     name             Ciastka Malu Food bezglutenowe z mąką konopną 100 g                        2026-02-05 00:11:43

492     name             CIASTKA KRUCHE Z MĄKĄ KONOPNĄ BEZGLUTENOWE                                 2026-02-05 00:21:35

492     offer_id                                                                       18094057316  2026-02-05 00:11:43

492     price                                                                          9514286      2026-02-05 00:21:35

492     stock                                                                          8            2026-02-05 00:21:35

492     stock_available                                                                18           2026-02-05 00:11:43

492     stock_sold                                                                     0            2026-02-05 00:11:43

497     EAN              3800162514295                                                              2026-02-05 00:11:43

497     cat_id                                                                         258462       2026-02-05 00:11:43

497     item_no                                                                        210          2026-02-05 00:21:35

497     name             Żel przeciwstarzeniowy do twarzy Nature of Agiva nawilżajacy               2026-02-05 00:11:43
                          na dzień 50 ml                                                                               

497     name             ROSES Hialuronowy krem przeciwzmarszczkowy                                 2026-02-05 00:21:35

497     offer_id                                                                       18093945344  2026-02-05 00:11:43

497     price                                                                          46341463     2026-02-05 00:21:35

497     stock                                                                          5            2026-02-05 00:21:35

497     stock_available                                                                4            2026-02-05 00:11:43

497     stock_sold                                                                     1            2026-02-05 00:11:43

498     EAN              3800231817524                                                              2026-02-05 00:11:43

498     cat_id                                                                         258462       2026-02-05 00:11:43

498     item_no                                                                        474          2026-02-05 00:21:35

498     name             Krem wielozadaniowy do twarzy Nature of Agiva nawilżajacy na               2026-02-05 00:11:43
                          dzień 50 ml                                                                                  

498     name             ROSES Głęboko nawilżający krem na dzień BIO                                2026-02-05 00:21:35

498     offer_id                                                                       18093941259  2026-02-05 00:11:43

498     price                                                                          34959350     2026-02-05 00:21:35

498     stock                                                                          3            2026-02-05 00:21:35

498     stock_available                                                                5            2026-02-05 00:11:43

498     stock_sold                                                                     0            2026-02-05 00:11:43

499     EAN              3800207181123                                                              2026-02-05 00:11:43

499     cat_id                                                                         93059        2026-02-05 00:11:43

499     item_no                                                                        212          2026-02-05 00:21:35

499     name             Żel Nature of Agiva Rewitalizujący żel pod prysznic 250 ml                 2026-02-05 00:11:43

499     name             ROSES - Rewitalizujący Żel pod Prysznic 250ml                              2026-02-05 00:21:35

499     offer_id                                                                       18093936757  2026-02-05 00:11:43

499     price                                                                          21951220     2026-02-05 00:21:35

499     stock                                                                          5            2026-02-05 00:21:35

499     stock_available                                                                5            2026-02-05 00:11:43

499     stock_sold                                                                     0            2026-02-05 00:11:43

500     EAN              3800231811430                                                              2026-02-05 00:11:43

500     cat_id                                                                         93059        2026-02-05 00:11:43

500     item_no                                                                        558          2026-02-05 00:21:35

500     name             Żel nawilżający Argan Nature of Agiva 250 ml                               2026-02-05 00:11:43

500     name             ROSES - Nawilżający Żel pod Prysznic Róża i Argan                          2026-02-05 00:21:35

500     offer_id                                                                       18093931162  2026-02-05 00:11:43

500     price                                                                          18699187     2026-02-05 00:21:35

500     stock                                                                          1            2026-02-05 00:21:35

500     stock_available                                                                5            2026-02-05 00:11:43

500     stock_sold                                                                     0            2026-02-05 00:11:43

501     EAN              3800038705116                                                              2026-02-05 00:11:43

501     cat_id                                                                         144742       2026-02-05 00:11:43

501     item_no                                                                        987          2026-02-05 00:21:35

501     name             Olejek do ciała z i do masażu z olejkiem różanym                           2026-02-05 00:11:43

501     name             Olejek do Ciała z Wodą Różaną 150ml                                        2026-02-05 00:21:35

501     offer_id                                                                       18093926951  2026-02-05 00:11:43

501     price                                                                          22349593     2026-02-05 00:21:35

501     stock                                                                          5            2026-02-05 00:21:35

501     stock_available                                                                3            2026-02-05 00:11:43

501     stock_sold                                                                     0            2026-02-05 00:11:43

503     EAN              3800225102049                                                              2026-02-05 00:11:43

503     cat_id                                                                         258462       2026-02-05 00:11:43

503     item_no                                                                        65           2026-02-05 00:21:35

503     name             Krem wielozadaniowy do twarzy Bulfresh Rose Natural dzień i                2026-02-05 00:11:43
                         noc 300 ml                                                                                    

503     name             Krem do Twarzy i Ciała Rose Natural 300ml                                  2026-02-05 00:21:35

503     offer_id                                                                       18093915175  2026-02-05 00:11:43

503     price                                                                          30894309     2026-02-05 00:21:35

503     stock                                                                          1            2026-02-05 00:21:35

503     stock_available                                                                5            2026-02-05 00:11:43

503     stock_sold                                                                     0            2026-02-05 00:11:43

504     EAN              3800200961135                                                              2026-02-05 00:11:43

504     cat_id                                                                         45672        2026-02-05 00:11:43

504     item_no                                                                        1130         2026-02-05 00:21:35

504     name             Pomadka różana do ust nawilżający                                          2026-02-05 00:11:43

504     name             RÓŻANY BALSAM DO UST 5 ML Rose of Bulgaria                                 2026-02-05 00:21:35

504     offer_id                                                                       18093894365  2026-02-05 00:11:43

504     price                                                                          10560976     2026-02-05 00:21:35

504     stock                                                                          3            2026-02-05 00:21:35

504     stock_available                                                                18           2026-02-05 00:11:43

504     stock_sold                                                                     0            2026-02-05 00:11:43

505     EAN              3800231810358                                                              2026-02-05 00:11:43

505     cat_id                                                                         258462       2026-02-05 00:11:43

505     item_no                                                                        721          2026-02-05 00:21:35

505     name             Lekki krem odżywczy z Wodą Różaną i witaminami                             2026-02-05 00:11:43

505     name             ROSES - Lekki Odżywczy Krem z Wodą Różaną 50ml                             2026-02-05 00:21:35

505     offer_id                                                                       18093879833  2026-02-05 00:11:43

505     price                                                                          24227642     2026-02-05 00:21:35

505     stock                                                                          3            2026-02-05 00:21:35

505     stock_available                                                                20           2026-02-05 00:11:43

505     stock_sold                                                                     0            2026-02-05 00:11:43

506     EAN              3800207187682                                                              2026-02-05 00:11:43

506     cat_id                                                                         258462       2026-02-05 00:11:43

506     item_no                                                                        1168         2026-02-05 00:21:35

506     name             Krem przeciwstarzeniowy do twarzy Nature of Agiva Roses Q10                2026-02-05 00:11:43
                         20 SPF na dzień                                                                               

506     name             ROSES - Krem na Dzień Age Contro Q10 50ml                                  2026-02-05 00:21:35

506     offer_id                                                                       18093879044  2026-02-05 00:11:43

506     price                                                                          28373984     2026-02-05 00:21:35

506     stock                                                                          3            2026-02-05 00:21:35

506     stock_available                                                                24           2026-02-05 00:11:43

506     stock_sold                                                                     0            2026-02-05 00:11:43

508     EAN              3800156004993                                                              2026-02-05 00:11:43

508     cat_id                                                                         258462       2026-02-05 00:11:43

508     item_no                                                                        213          2026-02-05 00:21:35

508     name             Krem nawilżający do twarzy BioFresh Yoghurt of Bulgaria dzie               2026-02-05 00:11:43
                         ń i noc 100 ml                                                                                

508     name             Yoghurt of Bulgaria, Probiotyczny krem do twarzy                           2026-02-05 00:21:35

508     offer_id                                                                       18093869533  2026-02-05 00:11:43

508     price                                                                          17886179     2026-02-05 00:21:35

508     stock                                                                          5            2026-02-05 00:21:35

508     stock_available                                                                20           2026-02-05 00:11:43

508     stock_sold                                                                     0            2026-02-05 00:11:43

509     EAN              3800231811058                                                              2026-02-05 00:11:43

509     cat_id                                                                         258462       2026-02-05 00:11:43

509     item_no                                                                        337          2026-02-05 00:21:35

509     name             Różany nawilżający krem do ciała i twarzy 100ml                            2026-02-05 00:11:43

509     name             ROSES - Odżywczy Krem z Wodą Różaną i wit. A i E                           2026-02-05 00:21:35

509     offer_id                                                                       18093851174  2026-02-05 00:11:43

509     price                                                                          17073171     2026-02-05 00:21:35

509     stock                                                                          2            2026-02-05 00:21:35

509     stock_available                                                                14           2026-02-05 00:11:43

509     stock_sold                                                                     0            2026-02-05 00:11:43

510     EAN              5901832982579                                                              2026-02-05 00:11:43

510     cat_id                                                                         74020        2026-02-05 00:11:43

510     item_no                                                                        274          2026-02-05 00:21:35

510     name             ORZECHY NERKOWCA W GORZKIEJ CZEKOLADZIE BIO Fresano                        2026-02-05 00:11:43

510     name             Fresano Fresano Orzechy nerkowca w ciemnej czekoladzie 100g                2026-02-05 00:21:35
                         BIO                                                                                           

510     offer_id                                                                       18093845330  2026-02-05 00:11:43

510     price                                                                          16983740     2026-02-05 00:21:35

510     stock                                                                          12           2026-02-05 00:21:35

510     stock_available                                                                24           2026-02-05 00:11:43

510     stock_sold                                                                     0            2026-02-05 00:11:43

511     EAN              5907222955994                                                              2026-02-05 00:11:43

511     cat_id                                                                         261674       2026-02-05 00:11:43

511     item_no                                                                        121          2026-02-05 00:21:35

511     name             Manufaktura Łagowski Oliwa z oliwek virgin Czosnek Szpinak 2               2026-02-05 00:11:43
                         50 ml                                                                                         

511     name             MANUFAKTURA ŁAGOWSKI Oliwa Czosnek i Szpinak 250 ml                        2026-02-05 00:21:35

511     offer_id                                                                       18093841365  2026-02-05 00:11:43

511     price                                                                          42000000     2026-02-05 00:21:35

511     stock                                                                          61           2026-02-05 00:21:35

511     stock_available                                                                15           2026-02-05 00:11:43

511     stock_sold                                                                     1            2026-02-05 00:11:43

512     EAN              5906660190448                                                              2026-02-05 00:11:43

512     cat_id                                                                         74045        2026-02-05 00:11:43

512     item_no                                                                        1007         2026-02-05 00:21:35

512     name             Herbatka na odporność 100g Olandia herbatka ziołowa                        2026-02-05 00:11:43

512     name             OLANDIA Herbatka na odporność, cynamon, lukrecja                           2026-02-05 00:21:35

512     offer_id                                                                       18093834032  2026-02-05 00:11:43

512     price                                                                          16379630     2026-02-05 00:21:35

512     stock                                                                          11           2026-02-05 00:21:35

512     stock_available                                                                24           2026-02-05 00:11:43

512     stock_sold                                                                     0            2026-02-05 00:11:43

519     EAN              8858229191038                                                              2026-02-05 00:11:43

519     cat_id                                                                         5360         2026-02-05 00:11:43

519     item_no                                                                        1160         2026-02-05 00:21:35

519     name             Mydło Marchewskowe Sabai Thai                                              2026-02-05 00:11:43

519     name             SABAI THAI Kojący Peeling do Stóp Mleko Ryżowe                             2026-02-05 00:21:35

519     offer_id                                                                       18093793718  2026-02-05 00:11:43

519     price                                                                          20300813     2026-02-05 00:21:35

519     stock                                                                          15           2026-02-05 00:21:35

519     stock_available                                                                5            2026-02-05 00:11:43

519     stock_sold                                                                     0            2026-02-05 00:11:43

527     EAN              5901832981251                                                              2026-02-05 00:11:43

527     cat_id                                                                         112645       2026-02-05 00:11:43

527     item_no                                                                        872          2026-02-05 00:21:35

527     name             Pestki dyni Fresano 150 g                                                  2026-02-05 00:11:43

527     name             Fresano Pestki Dyni Ciemnozielone BIO 150g                                 2026-02-05 00:21:35

527     offer_id                                                                       18091450165  2026-02-05 00:11:43

527     price                                                                          11419048     2026-02-05 00:21:35

527     stock                                                                          10           2026-02-05 00:21:35

527     stock_available                                                                25           2026-02-05 00:11:43

527     stock_sold                                                                     0            2026-02-05 00:11:43

528     EAN              5901832982470                                                              2026-02-05 00:11:43

528     cat_id                                                                         261712       2026-02-05 00:11:43

528     item_no                                                                        48           2026-02-05 00:21:35

528     name             Fresano BIO Musli Bakaliowe 300g                                           2026-02-05 00:11:43

528     name             Fresano Musli Bakaliowe BIO 300g                                           2026-02-05 00:21:35

528     offer_id                                                                       18091441567  2026-02-05 00:11:43

528     price                                                                          13000000     2026-02-05 00:21:35

528     stock                                                                          12           2026-02-05 00:21:35

528     stock_available                                                                26           2026-02-05 00:11:43

528     stock_sold                                                                     0            2026-02-05 00:11:43

529     EAN              5901832982104                                                              2026-02-05 00:11:43

529     cat_id                                                                         261230       2026-02-05 00:11:43

529     item_no                                                                        26           2026-02-05 00:21:35

529     name             Orzechy laskowe Fresano całe orzechy 400 g                                 2026-02-05 00:11:43

529     name             Fresano Orzechy Laskowe całe BIO 400g                                      2026-02-05 00:21:35

529     offer_id                                                                       18091439656  2026-02-05 00:11:43

529     price                                                                          33133333     2026-02-05 00:21:35

529     stock                                                                          12           2026-02-05 00:21:35

529     stock_available                                                                26           2026-02-05 00:11:43

529     stock_sold                                                                     0            2026-02-05 00:11:43

531     EAN              5901832980346                                                              2026-02-05 00:11:43

531     cat_id                                                                         111097       2026-02-05 00:11:43

531     item_no                                                                        863          2026-02-05 00:21:35

531     name             Mak Bio Fresano 200g                                                       2026-02-05 00:11:43

531     name             Fresano Mak 200g BIO                                                       2026-02-05 00:21:35

531     offer_id                                                                       18091430095  2026-02-05 00:11:43

531     price                                                                          11228571     2026-02-05 00:21:35

531     stock                                                                          11           2026-02-05 00:21:35

531     stock_available                                                                12           2026-02-05 00:11:43

531     stock_sold                                                                     0            2026-02-05 00:11:43

532     EAN              5901832982326                                                              2026-02-05 00:11:43

532     cat_id                                                                         261227       2026-02-05 00:11:43

532     item_no                                                                        437          2026-02-05 00:21:35

532     name             Porzeczka czerwona suszona Fresano BIO 100 g                               2026-02-05 00:11:43

532     name             Fresano Porzeczka Czerwona suszona BIO 100g                                2026-02-05 00:21:35

532     offer_id                                                                       18091280765  2026-02-05 00:11:43

532     price                                                                          10466667     2026-02-05 00:21:35

532     stock                                                                          9            2026-02-05 00:21:35

532     stock_available                                                                26           2026-02-05 00:11:43

532     stock_sold                                                                     0            2026-02-05 00:11:43

533     EAN              5901832982319                                                              2026-02-05 00:11:43

533     cat_id                                                                         261227       2026-02-05 00:11:43

533     item_no                                                                        606          2026-02-05 00:21:35

533     name             Gruszki Fresano - Gruszka Suszona 100g Fresano 100 g                       2026-02-05 00:11:43

533     name             Fresano Gruszka suszona polska BIO 100g                                    2026-02-05 00:21:35

533     offer_id                                                                       18091278914  2026-02-05 00:11:43

533     price                                                                          12847619     2026-02-05 00:21:35

533     stock                                                                          4            2026-02-05 00:21:35

533     stock_available                                                                21           2026-02-05 00:11:43

533     stock_sold                                                                     1            2026-02-05 00:11:43

534     EAN              5901832981190                                                              2026-02-05 00:11:43

534     cat_id                                                                         261227       2026-02-05 00:11:43

534     item_no                                                                        45           2026-02-05 00:21:35

534     name             Żurawina Fresano - Suszona Żurawina 100g Fresano 100 g                     2026-02-05 00:11:43

534     name             Fresano Żurawina słodzona cukrem trzcinowym BIO                            2026-02-05 00:21:35

534     offer_id                                                                       18091276646  2026-02-05 00:11:43

534     price                                                                          9514286      2026-02-05 00:21:35

534     stock                                                                          9            2026-02-05 00:21:35

534     stock_available                                                                20           2026-02-05 00:11:43

534     stock_sold                                                                     4            2026-02-05 00:11:43

536     EAN              5901832980414                                                              2026-02-05 00:11:43

536     cat_id                                                                         111095       2026-02-05 00:11:43

536     item_no                                                                        758          2026-02-05 00:21:35

536     name             Mąka owsiana Fresano 500 g                                                 2026-02-05 00:11:43

536     name             Fresano Mąka Owsiana 500g BIO                                              2026-02-05 00:21:35

536     offer_id                                                                       18090550091  2026-02-05 00:11:43

536     price                                                                          12180952     2026-02-05 00:21:35

536     stock                                                                          10           2026-02-05 00:21:35

536     stock_available                                                                26           2026-02-05 00:11:43

536     stock_sold                                                                     0            2026-02-05 00:11:43

537     EAN              5901832981848                                                              2026-02-05 00:11:43

537     cat_id                                                                         111095       2026-02-05 00:11:43

537     item_no                                                                        759          2026-02-05 00:21:35

537     name             Mąka jaglana Fresano 500 g                                                 2026-02-05 00:11:43

537     name             Fresano Mąka Jaglana 500g BIO                                              2026-02-05 00:21:35

537     offer_id                                                                       18090548194  2026-02-05 00:11:43

537     price                                                                          10466667     2026-02-05 00:21:35

537     stock                                                                          11           2026-02-05 00:21:35

537     stock_available                                                                26           2026-02-05 00:11:43

537     stock_sold                                                                     0            2026-02-05 00:11:43

538     EAN              5901832980360                                                              2026-02-05 00:11:43

538     cat_id                                                                         111095       2026-02-05 00:11:43

538     item_no                                                                        757          2026-02-05 00:21:35

538     name             Mąka z tapioki Fresano 400 g                                               2026-02-05 00:11:43

538     name             Fresano Mąka z tapioki BIO 400g                                            2026-02-05 00:21:35

538     offer_id                                                                       18090545733  2026-02-05 00:11:43

538     price                                                                          9419048      2026-02-05 00:21:35

538     stock                                                                          10           2026-02-05 00:21:35

538     stock_available                                                                25           2026-02-05 00:11:43

538     stock_sold                                                                     1            2026-02-05 00:11:43

539     EAN              5904358551991                                                              2026-02-05 00:11:43

539     cat_id                                                                         309085       2026-02-05 00:11:43

539     item_no                                                                        928          2026-02-05 00:21:35

539     name             Woda kokosowa niegazowana Quality Food 0,32 l                              2026-02-05 00:11:43

539     name             QF WODA KOKOSOWA Z WITAMINĄ C 320ML                                        2026-02-05 00:21:35

539     offer_id                                                                       18090542348  2026-02-05 00:11:43

539     price                                                                          8085714      2026-02-05 00:21:35

539     stock                                                                          186          2026-02-05 00:21:35

539     stock_available                                                                212          2026-02-05 00:11:43

539     stock_sold                                                                     0            2026-02-05 00:11:43

540     EAN              8936020052564                                                              2026-02-05 00:11:43

540     cat_id                                                                         309085       2026-02-05 00:11:43

540     item_no                                                                        14           2026-02-05 00:21:35

540     name             Woda kokosowa gazowana Coconaut 0,32 l                                     2026-02-05 00:11:43

540     name             COCONUT puszka- woda kokosowa gazowana 320ml                               2026-02-05 00:21:35

540     offer_id                                                                       18090540952  2026-02-05 00:11:43

540     price                                                                          8085714      2026-02-05 00:21:35

540     stock                                                                          24           2026-02-05 00:21:35

540     stock_available                                                                208          2026-02-05 00:11:43

540     stock_sold                                                                     0            2026-02-05 00:11:43

541     EAN              5904358552011                                                              2026-02-05 00:11:43

541     cat_id                                                                         309085       2026-02-05 00:11:43

541     item_no                                                                        927          2026-02-05 00:21:35

541     name             Woda kokosowa niegazowana QF 0,32 l                                        2026-02-05 00:11:43

541     name             QF WODA KOKOSOWA Z GUARANĄ I MAGNEZEM 320ML                                2026-02-05 00:21:35

541     offer_id                                                                       18090538930  2026-02-05 00:11:43

541     price                                                                          8085714      2026-02-05 00:21:35

541     stock                                                                          180          2026-02-05 00:21:35

541     stock_available                                                                212          2026-02-05 00:11:43

541     stock_sold                                                                     0            2026-02-05 00:11:43

542     EAN              8935270805753                                                              2026-02-05 00:11:43

542     cat_id                                                                         309085       2026-02-05 00:11:43

542     item_no                                                                        16           2026-02-05 00:21:35

542     name             Coconaut Woda kokosowa z sokiem arbuzowym 320ml                            2026-02-05 00:11:43

542     name             COCONUT puszka- woda kokosowa z arbuzem 320ml                              2026-02-05 00:21:35

542     offer_id                                                                       18090537688  2026-02-05 00:11:43

542     price                                                                          7685714      2026-02-05 00:21:35

542     stock                                                                          24           2026-02-05 00:21:35

542     stock_available                                                                210          2026-02-05 00:11:43

542     stock_sold                                                                     0            2026-02-05 00:11:43

543     EAN              8935270805746                                                              2026-02-05 00:11:43

543     cat_id                                                                         309085       2026-02-05 00:11:43

543     item_no                                                                        15           2026-02-05 00:21:35

543     name             Coconaut Woda kokosowa z sokiem ananasowym 320ml                           2026-02-05 00:11:43

543     name             COCONUT puszka- woda kokosowa z ananasem 320ml                             2026-02-05 00:21:35

543     offer_id                                                                       18090384671  2026-02-05 00:11:43

543     price                                                                          8085714      2026-02-05 00:21:35

543     stock                                                                          24           2026-02-05 00:21:35

543     stock_available                                                                211          2026-02-05 00:11:43

543     stock_sold                                                                     0            2026-02-05 00:11:43

548     EAN              5904358550697                                                              2026-02-05 00:11:43

548     cat_id                                                                         112627       2026-02-05 00:11:43
